"","row_id","timestamp","Anon.Student.Id","content_id","content_type_id","task_container_id","user_answer","answered_correctly","prior_question_elapsed_time","prior_question_had_explanation"
"271013",271012,57130885,5223772,6391,0,45,3,0,42000,"True"
"271014",271013,57241296,5223772,4995,0,46,2,0,33000,"True"
"271015",271014,57321559,5223772,8604,0,47,0,1,53000,"True"
"271016",271015,57360290,5223772,4726,0,48,3,1,26000,"True"
"271017",271016,57402405,5223772,4109,0,49,3,1,31000,"True"
"271018",271017,57472285,5223772,5428,0,50,2,1,35000,"True"
"271019",271018,57494983,5223772,8439,0,51,0,1,62000,"True"
"271020",271019,57529883,5223772,5614,0,52,2,1,16000,"True"
"271021",271020,57622686,5223772,4237,0,53,0,0,29000,"True"
"271022",271021,132531414,5223772,5246,0,54,2,1,42000,"True"
"271023",271022,132580630,5223772,7990,0,55,0,1,32000,"True"
"271024",271023,132632570,5223772,6420,0,56,0,1,35000,"True"
"271025",271024,132684731,5223772,4418,0,57,1,0,35000,"True"
"271026",271025,132782844,5223772,5387,0,58,3,0,31000,"True"
"271027",271026,132823936,5223772,8391,0,59,2,1,53000,"True"
"271028",271027,132880046,5223772,5912,0,60,3,1,13000,"True"
"271029",271028,133006213,5223772,3871,0,61,0,1,41000,"True"
"271030",271029,133119820,5223772,4188,0,62,1,1,28000,"True"
"271031",271030,133202398,5223772,8816,0,63,3,0,20000,"True"
"271032",271031,133227355,5223772,4181,0,64,2,1,65000,"True"
"271033",271032,133275162,5223772,3609,0,65,0,1,8000,"True"
"271034",271033,133349423,5223772,6368,0,66,2,1,38000,"True"
"271035",271034,133375920,5223772,11394,0,67,3,1,64000,"True"
"271036",271035,133442449,5223772,5677,0,68,3,1,20000,"True"
"271037",271036,133501958,5223772,6318,0,69,0,1,52000,"True"
"271038",271037,133540326,5223772,4461,0,70,2,1,44000,"True"
"271039",271038,133588856,5223772,4115,0,71,1,0,28000,"True"
"271040",271039,133628011,5223772,4082,0,72,0,1,37000,"True"
"271041",271040,133688621,5223772,3974,0,73,0,1,27000,"True"
"271042",271041,133709849,5223772,4437,0,74,3,1,54000,"True"
"271043",271042,178400503,5223772,3998,0,75,1,1,10000,"True"
"271044",271043,178444451,5223772,4821,0,76,3,0,33000,"True"
"271045",271044,178537830,5223772,6120,0,77,2,0,18000,"True"
"271046",271045,178621087,5223772,5011,0,78,1,0,25000,"True"
"271047",271046,178671478,5223772,6102,0,79,0,0,19000,"True"
"271048",271047,178707365,5223772,5192,0,80,1,1,18000,"True"
"271049",271048,178750278,5223772,3865,0,81,2,1,16000,"True"
"271050",271049,178810506,5223772,3859,0,82,1,0,35000,"True"
"271051",271050,178876724,5223772,6414,0,83,2,1,26000,"True"
"271052",271051,178921284,5223772,5588,0,84,1,0,34000,"True"
"271053",271052,179007463,5223772,5351,0,85,3,1,25000,"True"
"271054",271053,179026553,5223772,5271,0,86,1,0,65000,"True"
"271055",271054,179094297,5223772,5670,0,87,3,1,8000,"True"
"271056",271055,179179188,5223772,6184,0,88,1,0,60000,"True"
"271057",271056,179226071,5223772,6058,0,89,1,1,58000,"True"
"271058",271057,179298497,5223772,7942,0,90,1,0,22000,"True"
"271059",271058,179360584,5223772,9,0,91,3,1,35000,"True"
"271060",271059,179412191,5223772,7859,0,92,0,0,36000,"True"
"271061",271060,179466137,5223772,157,0,93,3,1,25000,"True"
"271062",271061,179523835,5223772,58,0,94,3,0,37000,"True"
"271063",271062,179602418,5223772,122,0,95,2,0,36000,"True"
"271064",271063,180460848,5223772,13379,1,96,-1,-1,NA,"False"
"271065",271064,180504354,5223772,6249,0,97,1,0,60000,"True"
"271066",271065,180530851,5223772,4959,0,98,3,1,30000,"True"
"271067",271066,180586564,5223772,5050,0,99,2,1,18000,"True"
"271068",271067,180605559,5223772,3684,0,100,1,1,49000,"True"
"271069",271068,180637307,5223772,6152,0,101,0,0,10000,"True"
"271070",271069,180691492,5223772,11446,0,102,3,1,21000,"True"
"271071",271070,180719172,5223772,6449,0,103,0,1,44000,"True"
"271072",271071,180758483,5223772,9114,0,104,1,1,17000,"True"
"271073",271072,180773295,5223772,6257,0,105,1,1,31000,"True"
"271074",271073,180826432,5223772,11500,0,106,1,1,9000,"True"
"271075",271074,180870083,5223772,6425,0,107,1,0,40000,"True"
"271076",271075,180920858,5223772,4736,0,108,0,1,28000,"True"
"271077",271076,184425870,5223772,72,0,109,0,1,39000,"True"
"271078",271077,184462636,5223772,39,0,110,1,0,20000,"True"
"271079",271078,184503678,5223772,123,0,111,0,1,22000,"True"
"271080",271079,184551883,5223772,7964,0,112,0,1,13000,"True"
"271081",271080,184586625,5223772,110,0,113,1,1,28000,"True"
"271082",271081,184627799,5223772,7951,0,114,2,0,24000,"True"
"271083",271082,184675397,5223772,5165,0,115,1,0,24000,"True"
"271084",271083,184738398,5223772,4966,0,116,3,0,6000,"True"
"271085",271084,184803417,5223772,5418,0,117,1,1,32000,"True"
"271086",271085,184874908,5223772,4992,0,118,2,0,42000,"True"
"271087",271086,184924887,5223772,4818,0,119,3,0,45000,"True"
"271088",271087,185019149,5223772,9693,0,120,0,0,17000,"True"
"271089",271088,185107512,5223772,5621,0,121,0,0,67000,"True"
"271090",271089,185155991,5223772,4040,0,122,2,1,62000,"True"
"271091",271090,185202737,5223772,5980,0,123,3,0,29000,"True"
"271092",271091,185243576,5223772,4187,0,124,2,0,32000,"True"
"271093",271092,185281483,5223772,4439,0,125,0,0,25000,"True"
"271094",271093,185325645,5223772,6293,0,126,2,0,22000,"True"
"271095",271094,185410945,5223772,3878,0,127,0,0,18000,"True"
"271096",271095,185433742,5223772,5717,0,128,2,1,55000,"True"
"271097",271096,185544612,5223772,5708,0,129,3,0,5000,"True"
"271098",271097,259065569,5223772,7983,0,130,2,0,98000,"True"
"271099",271098,259105682,5223772,149,0,131,2,1,35000,"True"
"271100",271099,259156562,5223772,7876,0,132,2,0,26000,"True"
"271101",271100,259213773,5223772,2,0,133,3,0,24000,"True"
"271102",271101,259244134,5223772,7867,0,134,2,1,29000,"True"
"271103",271102,259271018,5223772,3,0,135,0,1,20000,"True"
"271104",271103,259416146,5223772,1756,0,136,1,0,21000,"True"
"271105",271104,259416146,5223772,1755,0,136,3,0,21000,"True"
"271106",271105,259416146,5223772,1754,0,136,0,1,21000,"True"
"271107",271106,299471869,5223772,1675,0,137,3,0,33333,"True"
"271108",271107,299471869,5223772,1674,0,137,1,1,33333,"True"
"271109",271108,299471869,5223772,1673,0,137,0,1,33333,"True"
"271110",271109,299590690,5223772,2496,0,138,0,0,20333,"True"
"271111",271110,299590690,5223772,2494,0,138,1,1,20333,"True"
"271112",271111,299590690,5223772,2495,0,138,1,1,20333,"True"
"271113",271112,301042386,5223772,7879,0,139,2,1,27000,"True"
"271114",271113,301070442,5223772,7914,0,140,2,1,23000,"True"
"271115",271114,301098767,5223772,174,0,141,0,1,19000,"True"
"271116",271115,301130527,5223772,10591,0,142,2,1,17000,"True"
"271117",271116,301180899,5223772,22,0,143,2,1,21000,"True"
"271118",271117,301216232,5223772,26,0,144,1,1,38000,"True"
"271119",271118,301265680,5223772,1379,0,145,1,1,22000,"True"
"271120",271119,301280208,5223772,10687,0,146,1,1,22000,"True"
"271121",271120,301302304,5223772,928,0,147,0,1,9000,"True"
"271122",271121,301339547,5223772,669,0,148,0,0,16000,"True"
"271123",271122,301363965,5223772,597,0,149,3,1,26000,"True"
"271124",271123,301458636,5223772,10688,0,150,0,1,14000,"True"
"271125",271124,301563321,5223772,438,0,151,3,1,18000,"True"
"271126",271125,301601646,5223772,640,0,152,3,0,17000,"True"
"271127",271126,301639523,5223772,1096,0,153,0,1,20000,"True"
"271128",271127,301686255,5223772,10684,0,154,0,1,19000,"True"
"271129",271128,301881149,5223772,2337,0,155,1,0,22000,"True"
"271130",271129,301881149,5223772,2335,0,155,0,1,22000,"True"
"271131",271130,301881149,5223772,2336,0,155,1,1,22000,"True"
"271132",271131,302023816,5223772,1584,0,156,3,1,39000,"True"
"271133",271132,302023816,5223772,1585,0,156,2,1,39000,"True"
"271134",271133,302023816,5223772,1583,0,156,0,0,39000,"True"
"271135",271134,302104195,5223772,9211,0,157,2,1,32333,"True"
"271136",271135,302148892,5223772,6073,0,158,0,1,16000,"True"
"271137",271136,302188334,5223772,3639,0,159,0,1,37000,"True"
"271138",271137,302230772,5223772,4766,0,160,2,0,28000,"True"
"271139",271138,340788833,5223772,8726,0,161,1,0,23000,"True"
"271140",271139,379369899,5223772,4141,0,162,0,1,24000,"True"
"271141",271140,379421967,5223772,3862,0,163,1,1,49000,"True"
"271142",271141,379483605,5223772,3696,0,164,2,0,35000,"True"
"271143",271142,379518427,5223772,11386,0,165,2,1,50000,"True"
"271144",271143,379559514,5223772,5371,0,166,1,1,15000,"True"
"271145",271144,379615850,5223772,5039,0,167,2,1,31000,"True"
"271146",271145,379664798,5223772,9271,0,168,2,0,45000,"True"
"271147",271146,379731701,5223772,11349,0,169,0,1,26000,"True"
"271148",271147,379829281,5223772,5602,0,170,3,0,47000,"True"
"271149",271148,379888195,5223772,4212,0,171,1,0,74000,"True"
"271150",271149,379936748,5223772,5037,0,172,0,0,17000,"True"
"271151",271150,416972956,5223772,11301,0,173,3,0,24000,"True"
"271152",271151,417008430,5223772,3717,0,174,0,0,23000,"True"
"271153",271152,583425783,5223772,6391,0,175,2,1,27000,"False"
"271154",271153,583442899,5223772,6449,0,176,0,1,43000,"True"
"271155",271154,583458124,5223772,3944,0,177,1,0,10000,"True"
"271156",271155,584049297,5223772,4437,0,178,1,0,9000,"True"
"271157",271156,584707471,5223772,640,0,179,1,1,18000,"True"
"271158",271157,584744767,5223772,8816,0,180,2,1,19000,"True"
"271159",271158,584778736,5223772,58,0,181,0,1,32000,"True"
"271160",271159,584818991,5223772,7914,0,182,2,1,21000,"True"
"271161",271160,584866631,5223772,11349,0,183,0,1,27000,"True"
"271162",271161,584900659,5223772,7951,0,184,0,1,39000,"True"
"271163",271162,584928384,5223772,8604,0,185,0,1,22000,"True"
"271164",271163,585041529,5223772,734,0,186,0,1,18000,"True"
"271165",271164,585155582,5223772,3789,0,187,2,1,16000,"True"
"271166",271165,585174106,5223772,4766,0,188,0,1,17000,"True"
"271167",271166,585227507,5223772,5351,0,189,3,1,14000,"True"
"271168",271167,585265311,5223772,6102,0,190,1,0,50000,"True"
"271169",271168,585285776,5223772,3974,0,191,0,1,30000,"True"
"271170",271169,585305573,5223772,9231,0,192,1,1,14000,"True"
"271171",271170,585324744,5223772,9693,0,193,3,1,16000,"True"
"271172",271171,585368259,5223772,6257,0,194,1,1,15000,"True"
"271173",271172,585396247,5223772,10688,0,195,0,1,35000,"True"
"271174",271173,585422999,5223772,7879,0,196,2,1,19000,"True"
"271175",271174,585497348,5223772,4966,0,197,0,0,21000,"True"
"271176",271175,585685278,5223772,821,0,198,0,1,64000,"True"
"271177",271176,585744583,5223772,4045,0,199,1,0,39000,"True"
"271178",271177,585784062,5223772,4995,0,200,3,1,38000,"True"
"271179",271178,585811066,5223772,4237,0,201,3,1,21000,"True"
"271180",271179,585835898,5223772,4418,0,202,3,1,21000,"True"
"271181",271180,585892735,5223772,5387,0,203,0,1,20000,"True"
"271182",271181,585954144,5223772,4115,0,204,3,0,46000,"True"
"271183",271182,586009022,5223772,4821,0,205,2,1,24000,"True"
"271184",271183,586045168,5223772,6120,0,206,3,0,22000,"True"
"271185",271184,586123138,5223772,5011,0,207,1,0,25000,"True"
"271186",271185,586218826,5223772,3859,0,208,2,1,13000,"True"
"271187",271186,586232760,5223772,5588,0,209,3,1,38000,"True"
"271188",271187,586250832,5223772,5271,0,210,0,1,9000,"True"
"271189",271188,586325861,5223772,6184,0,211,1,0,12000,"True"
"271190",271189,817080770,5223772,1915,0,212,0,1,70000,"False"
"271191",271190,817080770,5223772,1913,0,212,3,1,70000,"False"
"271192",271191,817080770,5223772,1914,0,212,2,0,70000,"False"
"271193",271192,817220108,5223772,1606,0,213,3,1,26666,"True"
"271194",271193,817220108,5223772,1604,0,213,3,0,26666,"True"
"271195",271194,817220108,5223772,1605,0,213,1,1,26666,"True"
"271196",271195,817352432,5223772,1827,0,214,3,0,34333,"True"
"271197",271196,817352432,5223772,1826,0,214,1,0,34333,"True"
"271198",271197,817352432,5223772,1828,0,214,2,1,34333,"True"
"271199",271198,926981408,5223772,6893,0,215,2,1,24333,"True"
"271200",271199,926981408,5223772,6892,0,215,0,1,24333,"True"
"271201",271200,926981408,5223772,6894,0,215,0,1,24333,"True"
"271202",271201,926981408,5223772,6895,0,215,1,1,24333,"True"
"271203",271202,927261156,5223772,6497,0,216,3,1,42750,"True"
"271204",271203,927261156,5223772,6498,0,216,3,1,42750,"True"
"271205",271204,927261156,5223772,6499,0,216,3,0,42750,"True"
"271206",271205,927261156,5223772,6500,0,216,0,0,42750,"True"
"271207",271206,927859014,5223772,6739,0,217,1,1,39750,"True"
"271208",271207,927859014,5223772,6737,0,217,1,1,39750,"True"
"271209",271208,927859014,5223772,6740,0,217,1,0,39750,"True"
"271210",271209,927859014,5223772,6738,0,217,2,0,39750,"True"
"271211",271210,928347224,5223772,6791,0,218,1,1,47750,"True"
"271212",271211,928347224,5223772,6790,0,218,1,1,47750,"True"
"271213",271212,928347224,5223772,6792,0,218,3,1,47750,"True"
"271214",271213,928347224,5223772,6789,0,218,3,1,47750,"True"
"271215",271214,928425623,5223772,6249,0,219,2,1,47000,"True"
"271216",271215,928452668,5223772,6152,0,220,3,1,40000,"True"
"271217",271216,928547947,5223772,6425,0,221,0,0,17000,"True"
"271218",271217,928629893,5223772,5165,0,222,1,0,40000,"True"
"271219",271218,928727550,5223772,4992,0,223,2,0,23000,"True"
"271220",271219,1246846976,5223772,1559,0,224,2,1,87000,"False"
"271221",271220,1246846976,5223772,1560,0,224,0,1,87000,"False"
"271222",271221,1246846976,5223772,1561,0,224,3,1,87000,"False"
"271223",271222,1246971150,5223772,1737,0,225,2,1,33333,"True"
"271224",271223,1246971150,5223772,1738,0,225,1,1,33333,"True"
"271225",271224,1246971150,5223772,1736,0,225,1,1,33333,"True"
"271226",271225,1247067606,5223772,2512,0,226,3,1,37333,"True"
"271227",271226,1247067606,5223772,2513,0,226,0,1,37333,"True"
"271228",271227,1247067606,5223772,2514,0,226,1,1,37333,"True"
"271229",271228,1247165470,5223772,2182,0,227,2,1,26666,"True"
"271230",271229,1247165470,5223772,2183,0,227,1,1,26666,"True"
"271231",271230,1247165470,5223772,2184,0,227,0,1,26666,"True"
"271232",271231,1247242165,5223772,56,0,228,1,1,27333,"True"
"271233",271232,1247352030,5223772,64,0,229,3,0,21000,"True"
"271234",271233,1247446323,5223772,7980,0,230,3,1,29000,"True"
"271235",271234,1247476770,5223772,89,0,231,1,1,16000,"True"
"271236",271235,1247508198,5223772,7910,0,232,2,1,24000,"True"
"271237",271236,1247544943,5223772,6,0,233,1,0,23000,"True"
"271238",271237,1247592634,5223772,5266,1,234,-1,-1,NA,"False"
"271239",271238,1247658147,5223772,4818,0,235,3,0,26000,"True"
"271240",271239,1248035276,5223772,5621,0,236,0,0,51000,"True"
"271241",271240,1248414214,5223772,5980,0,237,0,1,20000,"True"
"271242",271241,1248457567,5223772,4187,0,238,2,0,21000,"True"
"271243",271242,1841527352,5223772,2,0,239,3,0,19000,"True"
"271244",271243,2287181642,5223772,1679,0,240,0,1,25000,"False"
"271245",271244,2287181642,5223772,1680,0,240,3,1,25000,"False"
"271246",271245,2287181642,5223772,1681,0,240,0,1,25000,"False"
"271247",271246,2287309586,5223772,2000,0,241,3,1,23000,"True"
"271248",271247,2287309586,5223772,2001,0,241,2,0,23000,"True"
"271249",271248,2287309586,5223772,2002,0,241,3,1,23000,"True"
"271250",271249,2287434934,5223772,2202,0,242,2,0,34333,"True"
"271251",271250,2287434934,5223772,2200,0,242,3,1,34333,"True"
"271252",271251,2287434934,5223772,2201,0,242,1,1,34333,"True"
"271253",271252,2287577146,5223772,9757,0,243,3,1,23666,"True"
"271254",271253,2287618758,5223772,5414,0,244,0,1,57000,"True"
"271255",271254,2287653259,5223772,5168,0,245,1,1,28000,"True"
"271256",271255,2287740290,5223772,5034,0,246,3,0,26000,"True"
"271257",271256,2288071525,5223772,9150,0,247,2,0,33000,"True"
"271258",271257,2288171058,5223772,6394,0,248,1,1,47000,"True"
"271259",271258,2288199922,5223772,4176,0,249,2,0,53000,"True"
"271260",271259,2288289764,5223772,6661,0,250,3,0,18000,"True"
"271261",271260,2288324181,5223772,8941,0,251,2,1,59000,"True"
"271262",271261,2288387660,5223772,4979,0,252,2,1,11000,"True"
"271263",271262,2288450570,5223772,4249,0,253,1,1,55000,"True"
"997224",997223,0,20851788,128,0,0,0,1,NA,""
"997225",997224,18964,20851788,7860,0,1,0,1,20000,"False"
"997226",997225,43227,20851788,7922,0,2,1,1,16000,"False"
"997227",997226,66627,20851788,156,0,3,2,1,20000,"False"
"997228",997227,88444,20851788,51,0,4,0,1,20000,"False"
"997229",997228,112997,20851788,50,0,5,3,1,19000,"False"
"997230",997229,134160,20851788,7896,0,6,1,0,19000,"False"
"997231",997230,161019,20851788,7863,0,7,0,1,18000,"False"
"997232",997231,185117,20851788,152,0,8,1,1,19000,"False"
"997233",997232,211314,20851788,104,0,9,1,0,21000,"False"
"997234",997233,241207,20851788,108,0,10,0,0,18000,"False"
"997235",997234,262646,20851788,7900,0,11,0,1,21000,"False"
"997236",997235,419605,20851788,7901,0,12,1,1,15000,"False"
"997237",997236,455434,20851788,7971,0,13,0,0,22000,"False"
"997238",997237,486162,20851788,25,0,14,3,0,23000,"False"
"997239",997238,511788,20851788,183,0,15,3,0,23000,"False"
"997240",997239,542168,20851788,7926,0,16,3,0,19000,"False"
"997241",997240,576407,20851788,7927,0,17,3,1,20000,"False"
"997242",997241,599687,20851788,4,0,18,3,1,23000,"False"
"997243",997242,622615,20851788,7984,0,19,0,1,20000,"False"
"997244",997243,646133,20851788,45,0,20,3,0,19000,"False"
"997245",997244,673132,20851788,185,0,21,0,1,21000,"False"
"997246",997245,701825,20851788,55,0,22,0,0,20000,"False"
"997247",997246,730221,20851788,7876,0,23,0,0,15000,"False"
"997248",997247,755744,20851788,6,0,24,2,1,19000,"False"
"997249",997248,786877,20851788,172,0,25,3,0,22000,"False"
"997250",997249,817624,20851788,7898,0,26,3,0,23000,"False"
"997251",997250,842846,20851788,175,0,27,0,0,23000,"False"
"997252",997251,864018,20851788,100,0,28,3,0,21000,"False"
"997253",997252,891661,20851788,7859,0,29,3,0,15000,"False"
"997254",997253,118894693,20851788,7964,0,30,2,0,21000,"False"
"997255",997254,118939848,20851788,12,0,31,1,1,28000,"True"
"1071177",1071176,0,22592193,4498,0,0,2,1,NA,""
"1071178",1071177,43673,22592193,4047,0,1,1,1,26000,"False"
"1071179",1071178,68249,22592193,3968,0,2,0,0,37000,"False"
"1071180",1071179,98411,22592193,6659,0,3,1,0,21000,"False"
"1071181",1071180,134247,22592193,3986,0,4,0,0,26000,"False"
"1071182",1071181,170443,22592193,6374,0,5,3,0,32000,"False"
"1071183",1071182,206606,22592193,6469,0,6,0,1,32000,"False"
"1071184",1071183,374209,22592193,4322,0,7,0,1,32000,"False"
"1071185",1071184,407933,22592193,4428,0,8,3,0,12000,"True"
"1071186",1071185,442953,22592193,4123,0,9,0,1,17000,"True"
"1071187",1071186,467763,22592193,9486,0,10,0,1,21000,"True"
"1071188",1071187,508747,22592193,6318,0,11,0,1,13000,"True"
"1135321",1135320,0,23662809,7900,0,0,1,0,NA,""
"1135322",1135321,50356,23662809,7876,0,1,2,0,28000,"False"
"1135323",1135322,74657,23662809,175,0,2,2,1,18000,"False"
"1135324",1135323,1995033049,23662809,1278,0,3,1,0,22000,"False"
"1135325",1135324,1995193929,23662809,2064,0,4,3,0,19000,"False"
"1135326",1135325,1995193929,23662809,2063,0,4,1,0,19000,"False"
"1135327",1135326,1995193929,23662809,2065,0,4,2,1,19000,"False"
"1135328",1135327,1995306876,23662809,3365,0,5,0,0,34666,"False"
"1135329",1135328,1995306876,23662809,3364,0,5,0,0,34666,"False"
"1135330",1135329,1995306876,23662809,3363,0,5,3,1,34666,"False"
"1135331",1135330,1995388088,23662809,2946,0,6,2,0,36666,"False"
"1135332",1135331,1995388088,23662809,2947,0,6,3,0,36666,"False"
"1135333",1135332,1995388088,23662809,2948,0,6,2,0,36666,"False"
"1135334",1135333,1995491254,23662809,2594,0,7,1,0,25333,"False"
"1135335",1135334,1995491254,23662809,2593,0,7,1,0,25333,"False"
"1135336",1135335,1995491254,23662809,2595,0,7,2,0,25333,"False"
"1135337",1135336,1995511199,23662809,4492,0,8,0,0,33333,"False"
"1135338",1135337,1995528479,23662809,4120,0,9,0,1,17000,"False"
"1135339",1135338,1995545975,23662809,4696,0,10,2,0,14000,"False"
"1135340",1135339,1995562211,23662809,6116,0,11,1,0,15000,"False"
"1135341",1135340,1995599736,23662809,6173,0,12,3,0,14000,"False"
"1135342",1135341,1995613229,23662809,6370,0,13,0,0,35000,"False"
"1135343",1135342,1995778426,23662809,6877,0,14,3,0,11000,"False"
"1135344",1135343,1995778426,23662809,6879,0,14,2,1,11000,"False"
"1135345",1135344,1995778426,23662809,6880,0,14,1,0,11000,"False"
"1135346",1135345,1995778426,23662809,6878,0,14,1,1,11000,"False"
"1135347",1135346,1995817225,23662809,7216,0,15,1,0,33500,"False"
"1135348",1135347,1995817225,23662809,7218,0,15,1,0,33500,"False"
"1135349",1135348,1995817225,23662809,7219,0,15,1,0,33500,"False"
"1135350",1135349,1995817225,23662809,7217,0,15,1,0,33500,"False"
"1521395",1521394,0,32084096,7900,0,0,0,1,NA,""
"1521396",1521395,4680,32084096,7876,0,1,0,0,3000,"False"
"1521397",1521396,7823,32084096,175,0,2,0,0,2000,"False"
"1521398",1521397,10934,32084096,1278,0,3,0,0,1000,"False"
"1521399",1521398,17380,32084096,2065,0,4,0,0,1000,"False"
"1521400",1521399,17380,32084096,2064,0,4,0,0,1000,"False"
"1521401",1521400,17380,32084096,2063,0,4,0,1,1000,"False"
"1521402",1521401,23918,32084096,3363,0,5,0,0,1000,"False"
"1521403",1521402,23918,32084096,3365,0,5,0,0,1000,"False"
"1521404",1521403,23918,32084096,3364,0,5,0,0,1000,"False"
"1521405",1521404,32153,32084096,2946,0,6,0,0,1000,"False"
"1521406",1521405,32153,32084096,2948,0,6,0,1,1000,"False"
"1521407",1521406,32153,32084096,2947,0,6,0,0,1000,"False"
"1521408",1521407,39452,32084096,2595,0,7,0,1,1333,"False"
"1521409",1521408,39452,32084096,2594,0,7,0,0,1333,"False"
"1521410",1521409,39452,32084096,2593,0,7,0,0,1333,"False"
"1521411",1521410,44800,32084096,4492,0,8,0,0,1333,"False"
"1521412",1521411,48074,32084096,4120,0,9,0,1,3000,"False"
"1521413",1521412,50454,32084096,4696,0,10,0,1,2000,"False"
"1521414",1521413,53928,32084096,6116,0,11,0,0,1000,"False"
"1521415",1521414,59040,32084096,6173,0,12,0,0,1000,"False"
"1521416",1521415,61934,32084096,6370,0,13,0,0,2000,"False"
"1521417",1521416,69190,32084096,6879,0,14,0,0,1000,"False"
"1521418",1521417,69190,32084096,6880,0,14,0,1,1000,"False"
"1521419",1521418,69190,32084096,6877,0,14,0,0,1000,"False"
"1521420",1521419,69190,32084096,6878,0,14,0,0,1000,"False"
"1521421",1521420,76989,32084096,7219,0,15,0,0,1000,"False"
"1521422",1521421,76989,32084096,7216,0,15,0,0,1000,"False"
"1521423",1521422,76989,32084096,7217,0,15,0,0,1000,"False"
"1521424",1521423,76989,32084096,7218,0,15,0,0,1000,"False"
"1746858",1746857,0,36974829,5094,0,0,0,0,NA,""
"1746859",1746858,28200,36974829,5562,0,1,2,1,23000,"False"
"1746860",1746859,55696,36974829,138,0,2,1,1,25000,"False"
"1746861",1746860,76283,36974829,212,0,3,1,1,24000,"False"
"1746862",1746861,111067,36974829,5266,0,4,0,0,17000,"False"
"1746863",1746862,127142,36974829,8225,0,5,2,0,31000,"False"
"1746864",1746863,157588,36974829,8207,0,6,1,1,13000,"False"
"1746865",1746864,183550,36974829,5318,0,7,0,1,27000,"False"
"1746866",1746865,224626,36974829,6106,0,8,3,0,23000,"False"
"1746867",1746866,246139,36974829,6071,0,9,3,0,38000,"False"
"1746868",1746867,276472,36974829,5474,0,10,3,0,18000,"False"
"1746869",1746868,62774446,36974829,6830,0,11,1,1,27000,"False"
"1746870",1746869,62774446,36974829,6832,0,11,2,0,27000,"False"
"1746871",1746870,62774446,36974829,6829,0,11,3,1,27000,"False"
"1746872",1746871,62774446,36974829,6831,0,11,0,0,27000,"False"
"1746873",1746872,63345550,36974829,29695,1,13,-1,-1,NA,"False"
"1746874",1746873,68009629,36974829,6777,0,12,1,0,29500,"True"
